ESITEID,PRIMARYADDRESS,TOWNNAME,PARCELNUM,UNITCOUNT,YEARBUILT,SITETYPE,GPSX,GPSY,ParcelCategory,SOURCEOFDATA
329619,61 LOWER THAYER DR,WALDEN,10-21.7,1,1998,DEVELOPMENT SITE,-72.29390069836752,44.476144542928886,R1,Vermont Enhanced 911 Board
335194,351 BOULDER PASS,WARREN,048000-116,1,2008,DEVELOPMENT SITE,-72.88652551432718,44.12635966953653,M,Vermont Enhanced 911 Board
328356,42 LAPIERRE RD,FAIRFAX,MA1640,1,1998,DEVELOPMENT SITE,-73.0376311621488,44.69388220711768,R2,Vermont Enhanced 911 Board
338347,5862 GRANBY RD,GRANBY,001038.1,1,2009,DEVELOPMENT SITE,-71.70527204566494,44.57286569956668,W,Vermont Enhanced 911 Board
610866,880 MAPLE GLEN RD,SHELDON,MAP-MA655.,1,2015,DEVELOPMENT SITE,-72.9811538631558,44.88021754828415,M,Vermont Enhanced 911 Board
750010,365 MAYS WAY,EAST MONTPELIER,08-013.100,1,2015,DEVELOPMENT SITE,-72.46909303980047,44.27719549065276,M,Vermont Enhanced 911 Board
610332,47 APPLETREE POINT LN,BURLINGTON,027-4-102.000,1,2015,DEVELOPMENT SITE,-73.26284450993477,44.50705176276327,M,Vermont Enhanced 911 Board
612612,270 MILL POND RD,COLCHESTER,04-020013-0000000,1,2016,DEVELOPMENT SITE,-73.15177110529062,44.52662973930529,R2,Vermont Enhanced 911 Board
611880,283 TYANOGA RD,WHITINGHAM,08-0579-,1,2016,DEVELOPMENT SITE,-72.88073992204511,42.7849702562021,M,Vermont Enhanced 911 Board
611568,42 MECHANIC ST,NORTH BENNINGTON,15502300-,1,2016,DEVELOPMENT SITE,-73.23620467734455,42.92838769526401,R1,Vermont Enhanced 911 Board
751259,464 WEAKS PL,WALDEN,05-50.3,1,2017,DEVELOPMENT SITE,-72.25314138866203,44.49770830214733,R1,Vermont Enhanced 911 Board
613522,903 WILLOUGHBY LAKE RD,BROWNINGTON,0VT5A013.1,1,2016,DEVELOPMENT SITE,-72.08594753561141,44.7982374488849,M,Vermont Enhanced 911 Board
613412,315 FLETCHER LN,HARDWICK,05075.00040,1,2016,DEVELOPMENT SITE,-72.39813442346222,44.51715806070693,MHU,Vermont Enhanced 911 Board
753580,538 ABNAKI RD,NORTH HERO,11-02-34-,1,2017,DEVELOPMENT SITE,-73.30896938965591,44.774086987786646,O,Vermont Enhanced 911 Board
753222,46 BAKER PL,NORTH HERO,03-01-36-,1,2017,DEVELOPMENT SITE,-73.23562046453684,44.902143529501906,O,Vermont Enhanced 911 Board
753510,384 RICE HILL RD,SHELDON,RCH-00384.,1,2017,DEVELOPMENT SITE,-72.95624033973715,44.92078822348274,M,Vermont Enhanced 911 Board
753612,209 BOVAT RD,GEORGIA,108670700.,1,2018,DEVELOPMENT SITE,-73.07689286511925,44.696250558863085,M,Vermont Enhanced 911 Board
617766,597 BRIDGE RD,NORTH HERO,02-00-07-2,1,2017,DEVELOPMENT SITE,-73.26636979497832,44.890529025225085,M,Vermont Enhanced 911 Board
753463,135 STAR LAKE DR,MOUNT HOLLY,10E6148.00,1,2017,DEVELOPMENT SITE,-72.81493798439793,43.41675513552775,S1,Vermont Enhanced 911 Board
754000,339 JONES RD,MORGAN,173-0339.32,1,2018,DEVELOPMENT SITE,-71.99962112292208,44.89361217728207,M,Vermont Enhanced 911 Board
755455,952 US ROUTE 7,PITTSFORD,1886.,1,2018,DEVELOPMENT SITE,-72.99064331161192,43.680540923298906,M,Vermont Enhanced 911 Board
618508,1747 STOWE HOLLOW RD,STOWE,12051-010,1,2018,DEVELOPMENT SITE,-72.67315006200381,44.442270567039536,R2,Vermont Enhanced 911 Board
755393,131 BLACKBERRY LN,MOUNT HOLLY,06G6173.01,1,2018,DEVELOPMENT SITE,-72.81798098317364,43.44005983353064,M,Vermont Enhanced 911 Board
755777,2345 BROOK RD,CAVENDISH,2R06-112-,1,2018,DEVELOPMENT SITE,-72.61702017630732,43.42764180563987,R2,Vermont Enhanced 911 Board
617967,312 SAWYER HILL RD,MOUNT HOLLY,07G7244.04,1,2018,DEVELOPMENT SITE,-72.75941954695972,43.44174025392847,W,Vermont Enhanced 911 Board
754329,1130 BURKE GREEN RD,BURKE,04010035.004,1,2018,DEVELOPMENT SITE,-71.92791872322255,44.62830253432377,M,Vermont Enhanced 911 Board
753750,301 BARROWS RD,BRATTLEBORO,00090036.100,1,2018,DEVELOPMENT SITE,-72.67582383021067,42.843513351232204,R1,Vermont Enhanced 911 Board
756809,32 DOWNES RD,UNDERHILL,DW032-,1,2019,DEVELOPMENT SITE,-72.90478672974186,44.610850951725205,M,Vermont Enhanced 911 Board
757130,256 HENRYS WAY,FAYSTON,08-056-,1,2019,DEVELOPMENT SITE,-72.88286736140677,44.196311107348045,R2,Vermont Enhanced 911 Board
756738,528 NICHOLSON RD,WALDEN,05-07.3,1,2019,DEVELOPMENT SITE,-72.26621711721941,44.51324496922883,R2,Vermont Enhanced 911 Board
755856,71 S WINDSOR ST,ROYALTON,Q--145~,8,2019,DEVELOPMENT SITE,-72.51972530244026,43.82046633020559,M,Vermont Enhanced 911 Board
757261,410 DEPOT RD,COLCHESTER,09-007063-0000000,1,2019,DEVELOPMENT SITE,-73.13733451722118,44.543773540697224,M,Vermont Enhanced 911 Board
620434,1153 WEST SHORE RD,ISLE LA MOTTE,11394.,1,2019,DEVELOPMENT SITE,-73.35317050623729,44.88300053210646,M,Vermont Enhanced 911 Board
455500,291 FELLOWS RD,GUILDHALL,008-0345.,1,2019,DEVELOPMENT SITE,-71.60002219864259,44.511797328806985,W,Vermont Enhanced 911 Board
755917,6 ALEXIS DR,BURLINGTON,027-4-036.000,1,2019,DEVELOPMENT SITE,-73.26150048460136,44.50577550413631,M,Vermont Enhanced 911 Board
757149,2105 CENTER RD,EAST MONTPELIER,04-046.100,1,2019,DEVELOPMENT SITE,-72.5207577802442,44.28848888129205,M,Vermont Enhanced 911 Board
756874,672 BOWLSVILLE RD S,MOUNT HOLLY,10A1006.00,1,2019,DEVELOPMENT SITE,-72.84915300078539,43.4337615949438,S2,Vermont Enhanced 911 Board
756109,83 BRIDGE ST,MORRISTOWN,21040-,1,2019,DEVELOPMENT SITE,-72.60014555926635,44.56291933977227,R1,Vermont Enhanced 911 Board
700036,1111 RIDGE RD,CORNWALL,050115.4,1,2020,DEVELOPMENT SITE,-73.2140413063997,43.99348550677913,R1,Vermont Enhanced 911 Board
800017,191 WINDMILL WAY,NORTH HERO,11-01-63-42,1,2020,DEVELOPMENT SITE,-73.29034083322162,44.78074219261498,M,Vermont Enhanced 911 Board
800108,120 MITCHELL RD,CONCORD,08.3900145,1,2020,DEVELOPMENT SITE,-71.85901709805141,44.40162224316535,M,Vermont Enhanced 911 Board
758154,7199 SCOTT HWY,GROTON,SW302-047.L000,1,2020,DEVELOPMENT SITE,-72.28771047757749,44.19025194552516,W,Vermont Enhanced 911 Board
758232,362 VT ROUTE 110,TUNBRIDGE,000350.72,1,2020,DEVELOPMENT SITE,-72.48528111792228,43.897366714102525,S1,Vermont Enhanced 911 Board
800016,139 WINDMILL WAY,NORTH HERO,11-01-63-42,1,2020,DEVELOPMENT SITE,-73.29162746033047,44.78058685041525,M,Vermont Enhanced 911 Board
800041,451 LONG HILL RD,CONCORD,08.0500491,1,2020,DEVELOPMENT SITE,-71.8742584480505,44.425791944031765,M,Vermont Enhanced 911 Board
760853,431 HARDSCRABBLE MOUNTAIN RD,SHEFFIELD,010-085-05-,1,2021,DEVELOPMENT SITE,-72.08909887838888,44.64052546326851,W,Vermont Enhanced 911 Board
700087,550 BAYLEY HAZEN RD,DANVILLE,TH005-002.000,1,2020,DEVELOPMENT SITE,-72.21137477078808,44.3971432318423,M,Vermont Enhanced 911 Board
760609,1875 MATHEWSON HILL RD,LYNDON,04-0431-,1,2021,DEVELOPMENT SITE,-72.05752664906677,44.58529728990087,R2,Vermont Enhanced 911 Board
761877,317 GRAVES FARM RD,WAITSFIELD,016036200.,1,2021,DEVELOPMENT SITE,-72.78925969645559,44.190304862087196,M,Vermont Enhanced 911 Board
760889,359 GRAMMA CUTTS LN,TOWNSHEND,06017-000,1,2021,DEVELOPMENT SITE,-72.63142145926328,43.08939679891368,R2,Vermont Enhanced 911 Board
764554,1238 MOSHER RD,SHEFFIELD,027-013-03-,1,2022,DEVELOPMENT SITE,-72.0894136913313,44.594017186253566,W,Vermont Enhanced 911 Board
763967,892 NASMITH BROOK RD,MARSHFIELD,NA018.,1,2022,DEVELOPMENT SITE,-72.38332373666864,44.296471078588084,M,Vermont Enhanced 911 Board
764553,1151 MOSHER RD,SHEFFIELD,027-013-04-,1,2022,DEVELOPMENT SITE,-72.08810157262744,44.59531609455143,W,Vermont Enhanced 911 Board
762510,325 LOWER HOLLOW RD,DORSET,001507.,1,2022,DEVELOPMENT SITE,-73.07670401937547,43.25906309523888,R1,Vermont Enhanced 911 Board
762534,28 PLEASANT ST,CAVENDISH,2V21-166-,1,2022,DEVELOPMENT SITE,-72.60898212928316,43.38256826665261,R1,Vermont Enhanced 911 Board
90020,54 RIVER RD,DUXBURY,200-0054.,1,1998,DEVELOPMENT SITE,-72.7534866337996,44.32778549242904,M,Vermont Enhanced 911 Board
617993,8082 VT ROUTE 125,BRIDPORT,02-016.2,1,2018,DEVELOPMENT SITE,-73.38853616283076,44.013942738240516,M,Vermont Enhanced 911 Board
453730,4935 VT ROUTE 11,LONDONDERRY,110040-100,1,2014,DEVELOPMENT SITE,-72.77051819370939,43.21148629234525,M,Vermont Enhanced 911 Board
118493,1399 VT ROUTE 125,HANCOCK,01-1890.,1,1998,DEVELOPMENT SITE,-72.86691221176244,43.926820652454786,M,Vermont Enhanced 911 Board
619258,75 FOLIAGE LN,WESTMORE,150-0075.,1,2018,DEVELOPMENT SITE,-72.07135448540569,44.75193858389891,O,Vermont Enhanced 911 Board
446357,1153 FAULKNER RD,WHITINGHAM,05-0166-,1,2013,DEVELOPMENT SITE,-72.88277906395926,42.807752089271055,W,Vermont Enhanced 911 Board
4654,500 OLD WEST RD,ARLINGTON,0011-1-02-2,1,1998,DEVELOPMENT SITE,-73.17823791485857,43.05240631122975,R2,Vermont Enhanced 911 Board
755670,272 TWENTY ACRE WOOD,ARLINGTON,0009-2-19-2,1,2018,DEVELOPMENT SITE,-73.17820510303969,43.036933806554885,M,Vermont Enhanced 911 Board
620595,55 BARBER FARM RD,JERICHO,FZ034-,1,2019,DEVELOPMENT SITE,-72.98273400654853,44.46198089274001,M,Vermont Enhanced 911 Board
15774,52 VT ROUTE 109,BELVIDERE,109-106.000,1,1998,DEVELOPMENT SITE,-72.62462588050671,44.76645063370975,M,Vermont Enhanced 911 Board
328812,377 LACLAIR RD,SHAFTSBURY,050233.2,1,2007,DEVELOPMENT SITE,-73.24441526889238,42.97192607065239,M,Vermont Enhanced 911 Board
757161,334 RUBY RAYMOND RD,WATERBURY,190-0334.,1,2019,DEVELOPMENT SITE,-72.7135719447888,44.41480377443699,M,Vermont Enhanced 911 Board
450821,95 GREGG HILL RD,WATERBURY,300-0075.,1,2014,DEVELOPMENT SITE,-72.72074414431653,44.387817388572806,M,Vermont Enhanced 911 Board
267315,114 MERO RD,VERSHIRE,11-55.300,1,2004,DEVELOPMENT SITE,-72.29698110444623,43.9218816502401,W,Vermont Enhanced 911 Board
900106,146 TERRY HILL RD,FAIRLEE,0090002.020,1,2016,DEVELOPMENT SITE,-72.15531564599863,43.90359562915773,M,Vermont Enhanced 911 Board
613136,314 MAPLE ST,WATERBURY,700-0312.,1,2016,DEVELOPMENT SITE,-72.71281279549193,44.37871161103913,R1,Vermont Enhanced 911 Board
761695,1199 HINTON HILL RD,WESTMORE,300-0981.,1,2021,DEVELOPMENT SITE,-72.03961515240536,44.783989133782086,M,Vermont Enhanced 911 Board
250046,2333 PUCKER ST,STOWE,04080-,1,1998,DEVELOPMENT SITE,-72.65294655379986,44.48725891178449,M,Vermont Enhanced 911 Board
452068,125 JEN BARRY LN,COLCHESTER,47-001032-0000000,1,2014,DEVELOPMENT SITE,-73.2651973786963,44.55012425458386,R1,Vermont Enhanced 911 Board
341375,1032 SNIPE IRELAND RD,RICHMOND,SI1032.,1,2010,DEVELOPMENT SITE,-72.94644208619066,44.40821259519977,R2,Vermont Enhanced 911 Board
452071,183 JEN BARRY LN,COLCHESTER,47-001062-0000000,1,2014,DEVELOPMENT SITE,-73.26367660596765,44.55032492013657,R1,Vermont Enhanced 911 Board
201769,20 APPLE TREE LN,RICHMOND,AP0020.,1,2005,DEVELOPMENT SITE,-72.95950881193522,44.38395432240401,M,Vermont Enhanced 911 Board
765390,2235 FELLOWS RD,GUILDHALL,008-2345.,1,2022,DEVELOPMENT SITE,-71.62563255247764,44.53302261722996,W,Vermont Enhanced 911 Board
617470,8016 GRANBY RD,GRANBY,001029.,1,2017,DEVELOPMENT SITE,-71.74240947370069,44.57334921202227,W,Vermont Enhanced 911 Board
9578,16 PROSPECT ST,BARRE CITY,1230-0016-0000,1,1998,DEVELOPMENT SITE,-72.50225031169671,44.196289320835035,R1,Vermont Enhanced 911 Board
89912,162 HOPKINS RD,DUMMERSTON,000474.6A,1,1998,DEVELOPMENT SITE,-72.6381931333296,42.92085827891675,S2,Vermont Enhanced 911 Board
339904,138 MAYO RD,MORRISTOWN,16069-,1,2010,DEVELOPMENT SITE,-72.62313734152531,44.51142830994542,R1,Vermont Enhanced 911 Board
452070,155 JEN BARRY LN,COLCHESTER,47-001052-0000000,1,2014,DEVELOPMENT SITE,-73.26415791132295,44.55020859879481,R1,Vermont Enhanced 911 Board
331277,188 RATTLESNAKE MOUNTAIN RD,TOWNSHEND,09022-000,1,2021,DEVELOPMENT SITE,-72.69504212908555,43.06329367494526,R2,Vermont Enhanced 911 Board
170065,4146 MUD CITY LOOP,MORRISTOWN,11092-,1,1998,DEVELOPMENT SITE,-72.67168434854578,44.54900741489144,R2,Vermont Enhanced 911 Board
449909,92 FISHER DR,FAIRFIELD,P44-0092.000,1,2013,DEVELOPMENT SITE,-73.04003194421327,44.78170907187958,R1,Vermont Enhanced 911 Board
452069,143 JEN BARRY LN,COLCHESTER,47-001042-0000000,1,2014,DEVELOPMENT SITE,-73.26470627214871,44.55012754395954,R1,Vermont Enhanced 911 Board
762487,75 SPRUCE ST,NEWPORT CITY,104098-,1,2022,DEVELOPMENT SITE,-72.21087887203652,44.957811265821235,R1,Vermont Enhanced 911 Board
758100,2715 RIVER RD,TROY,050157.,1,2020,DEVELOPMENT SITE,-72.38862146332076,44.95641256415465,M,Vermont Enhanced 911 Board
764071,247 WILLIAMSON RD,CAMBRIDGE,0028004-00.000,1,2022,DEVELOPMENT SITE,-72.844148166913,44.63911672802558,M,Vermont Enhanced 911 Board
762583,103 SPRING DR,CAMBRIDGE,0012019-04.000,1,2022,DEVELOPMENT SITE,-72.84161729528185,44.68037218309109,R1,Vermont Enhanced 911 Board
654875,635 HEALD RD,CAVENDISH,1R06-057-,1,2023,DEVELOPMENT SITE,-72.63814866375562,43.408499766489484,M,Vermont Enhanced 911 Board
455153,2637 DARLING HILL RD,DERBY,TRD04070D2-T2,1,2015,DEVELOPMENT SITE,-72.17502383711509,44.977166157476454,M,Vermont Enhanced 911 Board
365221,23 CITIZENS RD,DERBY,TRD44028J2-T,1,2012,DEVELOPMENT SITE,-72.17728773074312,44.92413650797928,C,Vermont Enhanced 911 Board
760953,1240 BALDWIN BROOK RD,WOLCOTT,03092.,1,2021,DEVELOPMENT SITE,-72.47909466849619,44.61587213452338,M,Vermont Enhanced 911 Board
620415,469 OBER HILL RD,JOHNSON,335-085-,1,2019,DEVELOPMENT SITE,-72.6257718617049,44.665976242944595,M,Vermont Enhanced 911 Board
138916,250 EASY ST,JOHNSON,153-200-,1,2005,DEVELOPMENT SITE,-72.66517829620618,44.615746844314806,M,Vermont Enhanced 911 Board
336985,1301 WATERMAN RD,JOHNSON,585-410-,1,2009,DEVELOPMENT SITE,-72.68631229778998,44.60470908106201,M,Vermont Enhanced 911 Board
612918,1037 LAURY RD,STOCKBRIDGE,08-033.001,1,2016,DEVELOPMENT SITE,-72.71707971422661,43.774592621137955,W,Vermont Enhanced 911 Board
82,199 STIEBRIS DR,SHELDON,SBD-00199.,1,2017,DEVELOPMENT SITE,-72.92834742957956,44.9059199320334,M,Vermont Enhanced 911 Board
760619,468 WINTERGREEN MOUNTAIN RD,FLETCHER,00MP-051-000,1,2021,DEVELOPMENT SITE,-72.88191532993318,44.73071641342555,O,Vermont Enhanced 911 Board
750023,2575 US ROUTE 5,BURKE,03030016.000,1,2015,DEVELOPMENT SITE,-71.97323248461342,44.62418253850891,M,Vermont Enhanced 911 Board
765523,114 FORD FARM LN,LUDLOW,070305.000,1,2022,DEVELOPMENT SITE,-72.70086822275694,43.381983581321734,M,Vermont Enhanced 911 Board
317604,852 WHITTIER RD,DERBY,TRD23023C9-T,1,1998,DEVELOPMENT SITE,-72.06006092818018,44.978347367001305,M,Vermont Enhanced 911 Board
332713,164 COBB RD,WALDEN,11-29.,1,1998,DEVELOPMENT SITE,-72.21911231265841,44.461994412691475,M,Vermont Enhanced 911 Board
764547,144 CARPENTER HILL RD,STRAFFORD,41.144,1,2022,DEVELOPMENT SITE,-72.39758559180588,43.846857146330706,M,Vermont Enhanced 911 Board
756778,197 SUGAR LEDGE RD,WARREN,006005-1,1,2019,DEVELOPMENT SITE,-72.8840769777748,44.15748724436913,M,Vermont Enhanced 911 Board
900029,463 OLD TALC MINE RD,WAITSFIELD,099002200.,1,2016,DEVELOPMENT SITE,-72.78633344264698,44.23723873756502,M,Vermont Enhanced 911 Board
308692,3771 CHATEAUGUAY RD,BARNARD,07-0199.,1,1998,DEVELOPMENT SITE,-72.64547872918443,43.709516430014006,S2,Vermont Enhanced 911 Board
446592,72 VESPER RD,WILLIAMSTOWN,053-038-12,1,2013,DEVELOPMENT SITE,-72.53260695510993,44.126284240071755,M,Vermont Enhanced 911 Board
900103,69 CHURCH RD,SWANTON,CR0069-0004,1,2016,DEVELOPMENT SITE,-73.19318515135389,44.97488896824621,M,Vermont Enhanced 911 Board
247820,97 NORWAY RD,STANNARD,05-20-04.2,1,2003,DEVELOPMENT SITE,-72.23887118290632,44.55408325392813,R2,Vermont Enhanced 911 Board
765971,100 BORDER RD,BERKSHIRE,061-0100.,1,2023,DEVELOPMENT SITE,-72.70253721476624,45.00987296424412,M,Vermont Enhanced 911 Board
454857,1787 HOWE HILL RD,SHARON,R05255.R,1,2015,DEVELOPMENT SITE,-72.49129898270634,43.74655513674625,W,Vermont Enhanced 911 Board
309169,553 AYERS RD,VERSHIRE,10-75.000,1,1998,DEVELOPMENT SITE,-72.31008562706502,43.916676381661716,W,Vermont Enhanced 911 Board
266975,334 DURGIN HILL RD,VERSHIRE,02-90.000,1,1998,DEVELOPMENT SITE,-72.33158000430868,43.97712717422261,S1,Vermont Enhanced 911 Board
148242,794 RED VILLAGE RD,LYNDON,14-0111-,1,1998,DEVELOPMENT SITE,-71.99310775189889,44.51066488201304,M,Vermont Enhanced 911 Board
454855,2579 HOWE HILL RD,SHARON,R05192.R,1,2015,DEVELOPMENT SITE,-72.4815668102931,43.75533445443704,M,Vermont Enhanced 911 Board
15723,14 HEALY LN,BARTON,034400014-,1,1998,DEVELOPMENT SITE,-72.23183838404563,44.76598624218957,M,Vermont Enhanced 911 Board
446765,76 HUTCHINSON DR,SAINT JOHNSBURY,080009.,1,2013,DEVELOPMENT SITE,-71.95690240271362,44.47174691379681,M,Vermont Enhanced 911 Board
454539,982 ALLARD HILL RD,WHEELOCK,010-121010-,1,2015,DEVELOPMENT SITE,-72.13625605430968,44.587760447205085,W,Vermont Enhanced 911 Board
245820,51 DUKE ST,SAINT JOHNSBURY,271007.,1,1998,DEVELOPMENT SITE,-71.99644927033377,44.42271860259914,M,Vermont Enhanced 911 Board
333610,15 THETFORD LN,BARTON,034380014-,1,2008,DEVELOPMENT SITE,-72.23336013299108,44.766433547592854,R2,Vermont Enhanced 911 Board
1617,1953 S ALBANY RD,ALBANY,00600.,1,1998,DEVELOPMENT SITE,-72.30862399379019,44.68545091886742,R2,Vermont Enhanced 911 Board
262209,900 ROUTHIER RD,TROY,080220.,1,1998,DEVELOPMENT SITE,-72.35559031063634,44.92651124597106,R2,Vermont Enhanced 911 Board
1187,1 DELANO RD,ALBANY,00054.,1,1998,DEVELOPMENT SITE,-72.32495906111933,44.77140360595762,R2,Vermont Enhanced 911 Board
262395,190 SARAULT DR,TROY,110233.11,1,1998,DEVELOPMENT SITE,-72.38473316738113,44.89779473492578,R2,Vermont Enhanced 911 Board
750982,1377 CAVENDISH GULF RD,CAVENDISH,2R11-052-,1,2016,DEVELOPMENT SITE,-72.59933134864451,43.3649914220396,M,Vermont Enhanced 911 Board
766091,50 HINESBURG RD,RICHMOND,HU0231.,1,2023,DEVELOPMENT SITE,-73.01389779026749,44.39841205444794,R1,Vermont Enhanced 911 Board
186972,37 YAKS WAY,PERU,090406-,1,1998,DEVELOPMENT SITE,-72.88757065529715,43.23443512986884,S1,Vermont Enhanced 911 Board
766049,42 PAGE RD,UNDERHILL,PG040-,1,2023,DEVELOPMENT SITE,-72.91368532053846,44.57933238068427,R1,Vermont Enhanced 911 Board
752359,325 CAMBRIDGE RD,WESTFORD,06CM018.,1,2017,DEVELOPMENT SITE,-72.98301615135443,44.61999595518332,M,Vermont Enhanced 911 Board
618291,71 BROOKSIDE RD,WESTFORD,05BS010.B,1,2018,DEVELOPMENT SITE,-73.01630804944317,44.608188816859034,M,Vermont Enhanced 911 Board
187008,445 MOSS BROOK RD,PERU,080011-4,1,2005,DEVELOPMENT SITE,-72.90226246032215,43.241132899521716,R2,Vermont Enhanced 911 Board
332419,125 CAPTAIN KIDD RD,EAST MONTPELIER,09-105.600,1,2008,DEVELOPMENT SITE,-72.47819599101283,44.251749034503106,M,Vermont Enhanced 911 Board
760980,468 GRANGER HOLLOW RD,SHAFTSBURY,010117.,1,2021,DEVELOPMENT SITE,-73.26042638490645,43.00236224237512,R2,Vermont Enhanced 911 Board
756924,253 LOMARTIRE DR,COLCHESTER,06-005172-0000000,1,2019,DEVELOPMENT SITE,-73.21213464427535,44.531802313920956,R1,Vermont Enhanced 911 Board
40855,1671 TAYLOR HILL RD,BROOKFIELD,01-078.000,1,1998,DEVELOPMENT SITE,-72.53818448994011,44.054998169183236,R2,Vermont Enhanced 911 Board
336605,4 LAKEVIEW DR,SWANTON,LD0267-0003,1,2009,DEVELOPMENT SITE,-73.22326538352502,44.94605999534465,MHL,Vermont Enhanced 911 Board
765596,32 LORD RD,SWANTON,LO0050-0016,1,2023,DEVELOPMENT SITE,-73.15269133685007,44.87865158849053,R2,Vermont Enhanced 911 Board
766050,75 REPA RD,UNDERHILL,RE075-,1,2023,DEVELOPMENT SITE,-72.95195070961516,44.566177236863886,M,Vermont Enhanced 911 Board
763694,2960 SIMPSON BROOK RD,TOWNSHEND,05012-000,1,2022,DEVELOPMENT SITE,-72.66692792296088,43.10870622403001,R1,Vermont Enhanced 911 Board
764508,62 EAST ST,CANAAN,U05040.,1,2022,DEVELOPMENT SITE,-71.50567184677381,45.00941375967468,R1,Vermont Enhanced 911 Board
335136,340 BULLOCK DR,GUILFORD,212.8,1,1998,DEVELOPMENT SITE,-72.6066279469478,42.80248187068849,M,Vermont Enhanced 911 Board
315282,116 SERENITY RIDGE DR,GUILFORD,845.3,1,1998,DEVELOPMENT SITE,-72.60515986881295,42.73422837126506,M,Vermont Enhanced 911 Board
764584,173 OREGON BROOK RD,SHEFFIELD,122-052-12-,1,2022,DEVELOPMENT SITE,-72.1564082942637,44.639795708744494,W,Vermont Enhanced 911 Board
757580,581 BERNO RD,DUXBURY,100-2557.,1,2020,DEVELOPMENT SITE,-72.78361921177886,44.29183343946775,M,Vermont Enhanced 911 Board
762563,270 GROUT RD,DUXBURY,175-0176.,1,2022,DEVELOPMENT SITE,-72.76824496427821,44.313151025460705,M,Vermont Enhanced 911 Board
754327,1200 BURKE GREEN RD,BURKE,04010035.005,1,2018,DEVELOPMENT SITE,-71.92472982951341,44.62794268533025,M,Vermont Enhanced 911 Board
760133,160 LIFTLINE DR,STOWE,25097-090,1,2021,DEVELOPMENT SITE,-72.78283949405754,44.531808997021116,M,Vermont Enhanced 911 Board
338857,49 LOOKOUT LN,STOWE,25081-150,1,2010,DEVELOPMENT SITE,-72.77851642193596,44.532312277787135,M,Vermont Enhanced 911 Board
616038,922 KENISTON HILL RD,SHEFFIELD,032-007-01-,1,2017,DEVELOPMENT SITE,-72.13962922420835,44.60133557224683,W,Vermont Enhanced 911 Board
755559,7008 VT ROUTE 122,SHEFFIELD,122-070-01-,1,2018,DEVELOPMENT SITE,-72.158620660527,44.64691103397041,M,Vermont Enhanced 911 Board
16092,7 EAST MOUNTAIN MHP,BENNINGTON,06010501-,1,1998,DEVELOPMENT SITE,-73.17738209445031,42.926232163573864,MHU,Vermont Enhanced 911 Board
760464,817 WADE PASTURE RD,STOWE,30217-050,1,2021,DEVELOPMENT SITE,-72.72743771861374,44.520633542829046,M,Vermont Enhanced 911 Board
613381,579 ANNIS RD,GROTON,TR035-004.L000,1,2016,DEVELOPMENT SITE,-72.22778172234668,44.19336682566716,M,Vermont Enhanced 911 Board
134669,8015 VT ROUTE 30,JAMAICA,00F-19.,1,2023,DEVELOPMENT SITE,-72.8298260008475,43.14087317565727,M,Vermont Enhanced 911 Board
759523,416 COLLEGE RD,NORTH BENNINGTON,15507300-,1,2021,DEVELOPMENT SITE,-73.23169940563774,42.9239170883387,M,Vermont Enhanced 911 Board
764324,15 BRAYDEN WAY,SWANTON,WH0125-0013,1,2022,DEVELOPMENT SITE,-73.06909856681422,44.89910853846095,M,Vermont Enhanced 911 Board
900303,61 COOK RD,SWANTON,CK0061-0014,1,2016,DEVELOPMENT SITE,-73.043797581544,44.895719133923215,M,Vermont Enhanced 911 Board
454005,110 HARVEST LN,SWANTON,PR0042-0013,1,2014,DEVELOPMENT SITE,-73.09998701507016,44.87615294504924,R1,Vermont Enhanced 911 Board
755798,260 HAWK VIEW RD,BRANDON,0126-0206,1,2018,DEVELOPMENT SITE,-73.0473030364607,43.76548272485761,M,Vermont Enhanced 911 Board
764323,18 BRAYDEN WAY,SWANTON,WH0125-0013,1,2022,DEVELOPMENT SITE,-73.06818988254457,44.899191634312515,M,Vermont Enhanced 911 Board
454006,33 HARVEST LN,SWANTON,PR0042-0013,1,2014,DEVELOPMENT SITE,-73.10099404874438,44.87502604869705,R1,Vermont Enhanced 911 Board
758201,176 SHIRLEY CIR,TOWNSHEND,13025-530,1,2020,DEVELOPMENT SITE,-72.63203473181467,43.03792430627342,R1,Vermont Enhanced 911 Board
756749,90 WILLIAMS RD,NEWFANE,00F201.,1,2019,DEVELOPMENT SITE,-72.68257742686797,42.92674468018575,S1,Vermont Enhanced 911 Board
752787,51 MOUNTAIN RIDGE DR,WILMINGTON,00203015.320,1,2017,DEVELOPMENT SITE,-72.88772860513438,42.90134936235993,M,Vermont Enhanced 911 Board
752786,41 MOUNTAIN RIDGE DR,WILMINGTON,00203015.330,1,2017,DEVELOPMENT SITE,-72.8877586292032,42.90248580270012,M,Vermont Enhanced 911 Board
