ESITEID,TOWNNAME,COUNTY,RPC,SITETYPE,Sitetype_General,UNITCOUNT,YEARBUILT,AFFORDABLE,GPSX,GPSY,PRIMARYADDRESS,ZIP,SOURCEOFDATA,CHANGE
761953,MIDDLEBURY,ADDISON,Addison County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-73.16413798671427,43.97595098474633,2457 SOUTH ST EXT ,05753,Vermont Enhanced 911 Board,
763015,SPRINGFIELD,WINDSOR,Mount Ascutney RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.4760200734812,43.29935884802005,64 SUMMER HL ,05156,Vermont Enhanced 911 Board,EXCLUDE
762600,GRAND ISLE,GRAND ISLE,Northwest RPC,SEASONAL HOME,OTHER RESIDENTIAL,1,2022,UNKNOWN,-73.31292207726192,44.7112310045373,33 REYNOLDS RD ,05458,Vermont Enhanced 911 Board,
765306,SHEFFIELD,CALEDONIA,Northeastern Vermont Dev. Assoc.,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.13710020949053,44.682207086915085,0 OLD DUCK POND RD ,05866,Vermont Enhanced 911 Board,
765400,CLARENDON,RUTLAND,Rutland Regional PC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.96351244573457,43.55877077258616,3335 VT ROUTE 7B CENTRAL ,05759,Vermont Enhanced 911 Board,
761922,NORTH BENNINGTON,BENNINGTON,Bennington County RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-73.24950010363305,42.91261347351279,207 RIVER RD ,05257,Vermont Enhanced 911 Board,
762273,ALBURGH,GRAND ISLE,Northwest RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.2526632943637,44.97430535516816,1527 VT ROUTE 78 ,05440,Vermont Enhanced 911 Board,
765185,BALTIMORE,WINDSOR,Mount Ascutney RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.54816399649718,43.36369574939537,3921 BALTIMORE RD ,05143,Vermont Enhanced 911 Board,
762647,WOLCOTT,LAMOILLE,Lamoille County PC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,1,2022,UNKNOWN,-72.46121342438836,44.52624774790041,1485 E ELMORE RD ,05680,Vermont Enhanced 911 Board,
765302,FAIRFIELD,FRANKLIN,Northwest RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.89352232489826,44.852602976360565,2722 PUMPKIN VILLAGE RD ,05450,Vermont Enhanced 911 Board,
455697,MOUNT HOLLY,RUTLAND,Rutland Regional PC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2022,UNKNOWN,-72.7332955718598,43.458312204753085,0 TINNEY RD ,05758,Vermont Enhanced 911 Board,
762858,WARREN,WASHINGTON,Central Vermont RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.79983872059418,44.134173131918,991 CIDER HILL RD ,05674,Vermont Enhanced 911 Board,
761715,MIDDLESEX,WASHINGTON,Central Vermont RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-72.65670620678546,44.297337287283824,31 MERRILL DR ,05602,Vermont Enhanced 911 Board,
365313,DANVILLE,CALEDONIA,Northeastern Vermont Dev. Assoc.,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2022,UNKNOWN,-72.14055272615933,44.41175693477142,28 US ROUTE 2 W ,05828,Vermont Enhanced 911 Board,
762521,FAIR HAVEN,RUTLAND,Rutland Regional PC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.28481096262642,43.61958997081427,409 SHELDON RD ,05743,Vermont Enhanced 911 Board,
763326,HARTFORD,WINDSOR,Two Rivers-Ottauquechee RC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2022,UNKNOWN,-72.3877200248813,43.65427498608524,39 CENTER OF TOWN RD ,05001,Vermont Enhanced 911 Board,
764145,MANCHESTER,BENNINGTON,Bennington County RC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2022,UNKNOWN,-73.04809504921413,43.166880402290204,46 E MANCHESTER RD ,05255,Vermont Enhanced 911 Board,
762793,RYEGATE,CALEDONIA,Northeastern Vermont Dev. Assoc.,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.16286764454442,44.235865055279966,3563 HALL RD ,05046,Vermont Enhanced 911 Board,
762951,CANAAN,ESSEX,Northeastern Vermont Dev. Assoc.,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-71.54206875011783,44.98621598914241,6066 VT ROUTE 102 ,05903,Vermont Enhanced 911 Board,
762280,HIGHGATE,FRANKLIN,Northwest RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.03277682973466,44.9388832795665,50 MAIZEFIELD DR ,05459,Vermont Enhanced 911 Board,
762829,NORTH BENNINGTON,BENNINGTON,Bennington County RC,INSTITUTIONAL RESIDENCE / DORM / BARRACKS,OTHER RESIDENTIAL,1,2022,UNKNOWN,-73.24053263420375,42.91834241031717,81 SECOND ST ,05257,Vermont Enhanced 911 Board,EXCLUDE
763590,CHELSEA,ORANGE,Two Rivers-Ottauquechee RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.38566350175816,43.99527098201867,333 VT ROUTE 113 ,05038,Vermont Enhanced 911 Board,
763051,WARREN,WASHINGTON,Central Vermont RPC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2022,UNKNOWN,-72.83824763207016,44.07211689761156,85 BUCK RD ,05674,Vermont Enhanced 911 Board,
762252,DOVER,WINDHAM,Windham RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.78753280233735,42.95913397557165,94 GOOSE CITY RD ,05341,Vermont Enhanced 911 Board,
761882,FAIRFAX,FRANKLIN,Northwest RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-72.98682569066894,44.67076044703422,264 FLETCHER RD ,05454,Vermont Enhanced 911 Board,
764096,MONTPELIER,WASHINGTON,Central Vermont RPC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2022,UNKNOWN,-72.56853237099465,44.256179299306105,34 FIRST AVE ,05602,Vermont Enhanced 911 Board,
762308,BRISTOL,ADDISON,Addison County RPC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2022,UNKNOWN,-73.07561972376692,44.101305501633945,1910 LOWER NOTCH RD ,05443,Vermont Enhanced 911 Board,
763079,ALBANY,ORLEANS,Northeastern Vermont Dev. Assoc.,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.26973676517585,44.75424101014278,1294 JOHNSON RD N ,05845,Vermont Enhanced 911 Board,
455584,CORNWALL,ADDISON,Addison County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.21250679144488,43.991824599408574,998 RIDGE RD ,05753,Vermont Enhanced 911 Board,
761801,BERLIN,WASHINGTON,Central Vermont RPC,CONDOMINIUM,MULTI-FAMILY DWELLING,1,2021,UNKNOWN,-72.54808265804822,44.231060539046844,66 MANSFIELD LN ,05641,Vermont Enhanced 911 Board,
762598,GRAND ISLE,GRAND ISLE,Northwest RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.27787135985017,44.7690799923927,11 LADD PT ,05458,Vermont Enhanced 911 Board,
764404,PLYMOUTH,WINDSOR,Two Rivers-Ottauquechee RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.70183157371011,43.52092034338198,2000 LYNDS HILL RD ,05056,Vermont Enhanced 911 Board,
762887,BARNET,CALEDONIA,Northeastern Vermont Dev. Assoc.,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.04886576227892,44.353123899491614,2673 US ROUTE 5 N ,05819,Vermont Enhanced 911 Board,
765196,CORNWALL,ADDISON,Addison County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.19896754646481,43.9762206775524,303 ROBBINS RD ,05753,Vermont Enhanced 911 Board,
764191,CORINTH,ORANGE,Two Rivers-Ottauquechee RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.33240123902227,44.003347999187156,4491 CHELSEA RD ,05039,Vermont Enhanced 911 Board,
763878,WARREN,WASHINGTON,Central Vermont RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.83446380075682,44.06435104075862,102 BEECH ST ,05674,Vermont Enhanced 911 Board,
455678,STOCKBRIDGE,WINDSOR,Two Rivers-Ottauquechee RC,MOBILE HOME,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.70806346130901,43.76768345393497,3494 VT ROUTE 107 ,05772,Vermont Enhanced 911 Board,EXCLUDE
762159,RUTLAND CITY,RUTLAND,Rutland Regional PC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,3,2022,UNKNOWN,-72.98676628432136,43.610360153766806,139 ROBBINS ST ,05701,Vermont Enhanced 911 Board,
761971,WATERVILLE,LAMOILLE,Lamoille County PC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2021,UNKNOWN,-72.74908235407065,44.721429466382176,3008 VT ROUTE 109 ,05492,Vermont Enhanced 911 Board,
763581,LINCOLN,ADDISON,Addison County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.94398021132743,44.07519199005822,1330 FRENCH SETTLEMENT RD ,05443,Vermont Enhanced 911 Board,
762916,HARTLAND,WINDSOR,Two Rivers-Ottauquechee RC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2022,UNKNOWN,-72.3925866558851,43.55597589739013,28 BARBER LN ,05048,Vermont Enhanced 911 Board,
761787,SPRINGFIELD,WINDSOR,Mount Ascutney RC,MULTI-FAMILY DWELLING,MULTI-FAMILY DWELLING,4,2021,UNKNOWN,-72.48170585641375,43.298501550895274,3 SUMMER ST ,05156,Vermont Enhanced 911 Board,
764005,NORTH HERO,GRAND ISLE,Northwest RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.28855682372324,44.82110351857948,44 NORTHLAND LN ,05474,Vermont Enhanced 911 Board,
455792,HARDWICK,CALEDONIA,Northeastern Vermont Dev. Assoc.,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.38908141180822,44.54014996754749,0 W HILL RD ,05843,Vermont Enhanced 911 Board,
764197,SOUTH HERO,GRAND ISLE,Northwest RPC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2022,UNKNOWN,-73.30883241315767,44.64567907389982,352 US ROUTE 2 ,05486,Vermont Enhanced 911 Board,
761775,FRANKLIN,FRANKLIN,Northwest RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-72.94486652438243,44.97442148045126,982 BROWNS CORNER RD ,05457,Vermont Enhanced 911 Board,
764077,MANCHESTER,BENNINGTON,Bennington County RC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2022,UNKNOWN,-73.10027785565823,43.130472200978545,318 SILVER SPRINGS LN ,05255,Vermont Enhanced 911 Board,
762875,NEW HAVEN,ADDISON,Addison County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.15275912131895,44.12136809892805,223 SOUTH ST ,05472,Vermont Enhanced 911 Board,
761883,FAIRFAX,FRANKLIN,Northwest RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-72.98726182918143,44.671440753410934,266 FLETCHER RD ,05454,Vermont Enhanced 911 Board,
765605,COVENTRY,ORLEANS,Northeastern Vermont Dev. Assoc.,MOBILE HOME,SINGLE FAMILY DWELLING,1,2023,UNKNOWN,-72.22593798441522,44.84856079614224,390 NUMBER 44 RD ,05860,Vermont Enhanced 911 Board,
762922,LONDONDERRY,WINDHAM,Windham RC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2022,UNKNOWN,-72.84631312151258,43.18283568900239,1285 SPRING HILL RD ,05155,Vermont Enhanced 911 Board,NO ACTION NEEDED
365345,CHITTENDEN,RUTLAND,Rutland Regional PC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.95855188362133,43.71953517400999,24 BAUSCH LN ,05737,Vermont Enhanced 911 Board,
764393,JOHNSON,LAMOILLE,Lamoille County PC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.69822747444773,44.664529098131496,1519 PLOT RD ,05656,Vermont Enhanced 911 Board,
762222,ANDOVER,WINDSOR,Mount Ascutney RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.73655791393702,43.270849023456776,1343 MIDDLETOWN RD ,05143,Vermont Enhanced 911 Board,
763301,WEYBRIDGE,ADDISON,Addison County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.25654194698066,44.06168596596543,407 THOMPSON HILL RD ,05753,Vermont Enhanced 911 Board,
764747,KILLINGTON,RUTLAND,Rutland Regional PC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.78371133273711,43.67884527740762,158 WATER MILL RD ,05751,Vermont Enhanced 911 Board,
762605,GRAND ISLE,GRAND ISLE,Northwest RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.30860202338323,44.72389173538073,88 REYNOLDS RD ,05458,Vermont Enhanced 911 Board,
762150,HARTLAND,WINDSOR,Two Rivers-Ottauquechee RC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2022,UNKNOWN,-72.42377664897735,43.55484772715577,81 MACE HILL RD ,05048,Vermont Enhanced 911 Board,
762613,GRAND ISLE,GRAND ISLE,Northwest RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.32757149083413,44.70283318002697,8 A ADAMS SCHOOL RD ,05458,Vermont Enhanced 911 Board,
764614,SALISBURY,ADDISON,Addison County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.09391088856603,43.935865967213495,1111 UPPER PLAINS RD ,05769,Vermont Enhanced 911 Board,
762889,BARNET,CALEDONIA,Northeastern Vermont Dev. Assoc.,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.0850864947501,44.31573336044474,96 GOODWILLIE RD ,05821,Vermont Enhanced 911 Board,
762885,MANCHESTER,BENNINGTON,Bennington County RC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2022,UNKNOWN,-73.08373890791994,43.20547526958189,1315 THREE MAPLE DR ,05255,Vermont Enhanced 911 Board,
762917,BETHEL,WINDSOR,Two Rivers-Ottauquechee RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.71237956567599,43.825286076109926,288 FIRE LN ,05032,Vermont Enhanced 911 Board,
621006,HARTLAND,WINDSOR,Two Rivers-Ottauquechee RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.39083316715552,43.60786613524433,271 CLAY HILL RD ,05048,Vermont Enhanced 911 Board,
762347,BRAINTREE,ORANGE,Two Rivers-Ottauquechee RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.7507693622312,43.93059934162982,3532 RIFORD BROOK RD ,05060,Vermont Enhanced 911 Board,
764011,SANDGATE,BENNINGTON,Bennington County RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.22265119062614,43.160146636333614,81 RUPERT RD ,05250,Vermont Enhanced 911 Board,
764871,WATERBURY,WASHINGTON,Central Vermont RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.68761363722724,44.3803714608971,1820 SHAW MANSION RD ,05677,Vermont Enhanced 911 Board,
455621,MANCHESTER,BENNINGTON,Bennington County RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.08152726439387,43.202008620651995,1075 THREE MAPLE DR ,05255,Vermont Enhanced 911 Board,
763619,HARTLAND,WINDSOR,Two Rivers-Ottauquechee RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.45083493825466,43.579336318195736,1 WHITTELSEY RD ,05048,Vermont Enhanced 911 Board,
761923,WASHINGTON,ORANGE,Central Vermont RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-72.40025846754754,44.028534820379555,370 SARGENT RD ,05675,Vermont Enhanced 911 Board,
763068,STRAFFORD,ORANGE,Two Rivers-Ottauquechee RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.35183450192761,43.83592199830107,45 MINE RD ,05070,Vermont Enhanced 911 Board,
762477,WHITINGHAM,WINDHAM,Windham RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.89910941334482,42.75216643931762,1123 MERRIFIELD RD ,05361,Vermont Enhanced 911 Board,
762274,ALBURGH,GRAND ISLE,Northwest RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.26184768758847,44.97022982151775,0 VT ROUTE 78 ,05440,Vermont Enhanced 911 Board,
762959,NEWPORT TOWN,ORLEANS,Northeastern Vermont Dev. Assoc.,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2022,UNKNOWN,-72.24750814866067,44.99348295682627,200 GREGORY DR ,05857,Vermont Enhanced 911 Board,
764605,ELMORE,LAMOILLE,Lamoille County PC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.57162645195483,44.490866767672735,287 WORCESTER RDG ,05661,Vermont Enhanced 911 Board,
761818,JOHNSON,LAMOILLE,Lamoille County PC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-72.68960001415758,44.60391102626046,2392 UPPER FRENCH HILL RD ,05656,Vermont Enhanced 911 Board,
762740,WATERBURY,WASHINGTON,Central Vermont RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.74354107215383,44.34442054194329,41 PERRY HILL RD ,05676,Vermont Enhanced 911 Board,
762511,DORSET,BENNINGTON,Bennington County RC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2022,UNKNOWN,-73.00330952032243,43.263376796604504,242 BOWEN HILL RD ,05253,Vermont Enhanced 911 Board,
764902,POMFRET,WINDSOR,Two Rivers-Ottauquechee RC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2022,UNKNOWN,-72.50913609677933,43.703601239498845,550 GALAXY HILL RD ,05053,Vermont Enhanced 911 Board,
621044,BENSON,RUTLAND,Rutland Regional PC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.31617992388496,43.67153971791272,1187 STAGE RD ,05743,Vermont Enhanced 911 Board,
764589,STRAFFORD,ORANGE,Two Rivers-Ottauquechee RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.36196108971649,43.857326090262546,58 ALGER BROOK RD ,05070,Vermont Enhanced 911 Board,
763027,DANBY,RUTLAND,Rutland Regional PC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.99708204851112,43.34639246530946,35 BROOK RD ,05739,Vermont Enhanced 911 Board,
763144,FERRISBURGH,ADDISON,Addison County RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-73.23343944696425,44.17346907155351,421 MONKTON RD ,05491,Vermont Enhanced 911 Board,
762797,GRAFTON,WINDHAM,Windham RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.64825362378039,43.20893104339886,729 STAGECOACH RD ,05146,Vermont Enhanced 911 Board,
762554,SPRINGFIELD,WINDSOR,Mount Ascutney RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.41666125456236,43.270230131694284,0 CONNECTICUT RIVER RD ,05156,Vermont Enhanced 911 Board,
763127,MORETOWN,WASHINGTON,Central Vermont RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.74878590585261,44.3078547406628,1291 COBB HILL RD ,05676,Vermont Enhanced 911 Board,
753206,HARTLAND,WINDSOR,Two Rivers-Ottauquechee RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2017,UNKNOWN,-72.41209772536098,43.581548970339206,35 SHEPARD HILL RD ,05048,Vermont Enhanced 911 Board,
762994,DUXBURY,WASHINGTON,Central Vermont RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.79517030403169,44.352853820463565,3151 RIVER RD ,05676,Vermont Enhanced 911 Board,
764468,GRAFTON,WINDHAM,Windham RC,MOBILE HOME,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.5699054316497,43.209404222201854,2005 ANDERSON RD ,05143,Vermont Enhanced 911 Board,
4218,LONDONDERRY,WINDHAM,Windham RC,CONDOMINIUM,MULTI-FAMILY DWELLING,1,2019,UNKNOWN,-72.77221331104842,43.20247632020779,43 MOUNTAIN SIDE CONDOS LN ,05148,Vermont Enhanced 911 Board,
757012,LONDONDERRY,WINDHAM,Windham RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2019,UNKNOWN,-72.81302034654469,43.2271162539539,220 EDGEHILL RD ,05148,Vermont Enhanced 911 Board,
613572,LANDGROVE,BENNINGTON,Bennington County RC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2016,UNKNOWN,-72.84475696273766,43.28876607016463,298 LANDGROVE RD ,05148,Vermont Enhanced 911 Board,
761121,LONDONDERRY,WINDHAM,Windham RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-72.74766136221521,43.2265162536208,135 GARDINER DR ,05148,Vermont Enhanced 911 Board,
766200,SAINT ALBANS TOWN,FRANKLIN,Northwest RPC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2023,UNKNOWN,-73.1377202918111,44.796129646200264,415 BINGHAM SHORE RD ,05478,Vermont Enhanced 911 Board,
759866,LONDONDERRY,WINDHAM,Windham RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-72.80886896089372,43.24661395797431,176 PITCHFORK LN ,05148,Vermont Enhanced 911 Board,
4207,LONDONDERRY,WINDHAM,Windham RC,CONDOMINIUM,MULTI-FAMILY DWELLING,1,2019,UNKNOWN,-72.77232402788874,43.20248224884164,39 MOUNTAIN SIDE CONDOS LN ,05148,Vermont Enhanced 911 Board,
900402,RYEGATE,CALEDONIA,Northeastern Vermont Dev. Assoc.,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2017,UNKNOWN,-72.15311612147046,44.20952844186779,141 PARK DR ,05069,Vermont Enhanced 911 Board,
4197,LONDONDERRY,WINDHAM,Windham RC,CONDOMINIUM,MULTI-FAMILY DWELLING,1,2019,UNKNOWN,-72.77252676177338,43.20224217269308,20 MOUNTAIN SIDE CONDOS LN ,05148,Vermont Enhanced 911 Board,
4254,LONDONDERRY,WINDHAM,Windham RC,CONDOMINIUM,MULTI-FAMILY DWELLING,1,2019,UNKNOWN,-72.77205548415891,43.20256529272706,53 MOUNTAIN SIDE CONDOS LN ,05148,Vermont Enhanced 911 Board,
765890,GRAFTON,WINDHAM,Windham RC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2023,UNKNOWN,-72.56312571481774,43.15911776402427,581 PARKER HILL RD ,05143,Vermont Enhanced 911 Board,
759268,LONDONDERRY,WINDHAM,Windham RC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2020,UNKNOWN,-72.77856398279181,43.228487592769696,913 LITTLE POND RD ,05148,Vermont Enhanced 911 Board,
611407,LONDONDERRY,WINDHAM,Windham RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2016,UNKNOWN,-72.74455483262304,43.229151172236875,278 LOON CIR ,05148,Vermont Enhanced 911 Board,
762568,LONDONDERRY,WINDHAM,Windham RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.76532297296893,43.20831092133796,146 BENTLEY DR ,05148,Vermont Enhanced 911 Board,
759303,LONDONDERRY,WINDHAM,Windham RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2020,UNKNOWN,-72.7636521812242,43.212659370314114,79 LOWELL LAKE RD ,05148,Vermont Enhanced 911 Board,
764879,LONDONDERRY,WINDHAM,Windham RC,CONDOMINIUM,MULTI-FAMILY DWELLING,1,2022,UNKNOWN,-72.77131758854327,43.20259919023472,86 MOUNTAIN SIDE CONDOS LN ,05148,Vermont Enhanced 911 Board,
759587,LONDONDERRY,WINDHAM,Windham RC,OTHER RESIDENTIAL,OTHER RESIDENTIAL,1,2021,UNKNOWN,-72.80506847005313,43.22887333750798,136 OVERLOOK DR ,05148,Vermont Enhanced 911 Board,
753681,ANDOVER,WINDSOR,Mount Ascutney RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2018,UNKNOWN,-72.70279583534115,43.31981296741102,15 ANDOVER HLS ,05149,Vermont Enhanced 911 Board,
764627,GRAFTON,WINDHAM,Windham RC,MOBILE HOME,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.57336581921328,43.20786847329488,2023 ANDERSON RD ,05143,Vermont Enhanced 911 Board,
764469,GRAFTON,WINDHAM,Windham RC,MOBILE HOME,SINGLE FAMILY DWELLING,1,2022,UNKNOWN,-72.57413491229876,43.20775717377473,2025 ANDERSON RD ,05143,Vermont Enhanced 911 Board,
613619,LONDONDERRY,WINDHAM,Windham RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2016,UNKNOWN,-72.76850132393814,43.205507106386754,80 BIRCH RD ,05148,Vermont Enhanced 911 Board,
759304,LONDONDERRY,WINDHAM,Windham RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2020,UNKNOWN,-72.76464424949302,43.21241415080544,125 LOWELL LAKE RD ,05148,Vermont Enhanced 911 Board,
4255,LONDONDERRY,WINDHAM,Windham RC,CONDOMINIUM,MULTI-FAMILY DWELLING,1,2019,UNKNOWN,-72.77180851578434,43.20237582421267,58 MOUNTAIN SIDE CONDOS LN ,05148,Vermont Enhanced 911 Board,
761317,LONDONDERRY,WINDHAM,Windham RC,SINGLE FAMILY DWELLING,SINGLE FAMILY DWELLING,1,2021,UNKNOWN,-72.831446824232,43.24262519997734,927 LANDGROVE RD ,05148,Vermont Enhanced 911 Board,
